# Метеостанция Пермь, Россия, WMO_ID=28224, выборка с 16.07.2019 по 22.07.2019, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=28224&lang=ru
#
"Местное время в Перми";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"22.07.2019 14:00";"21.8";"740.5";"755.2";"0.0";"57";"Ветер, дующий с севера";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"13.0";"";"";"";"";"";"";
"22.07.2019 11:00";"21.5";"740.5";"755.2";"-0.4";"57";"Ветер, дующий с северо-запада";"2";"";"";"40%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"40%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"12.7";"";"";"";"";"";"";
"22.07.2019 08:00";"16.9";"740.9";"755.9";"-0.2";"77";"Ветер, дующий с северо-северо-запада";"2";"";"";"70 – 80%.";" ";"";"";"12.8";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"12.9";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"12.0";"";"";
"22.07.2019 05:00";"12.8";"741.1";"756.3";"0.2";"91";"Ветер, дующий с западо-юго-запада";"1";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"11.3";"";"";"";"";"";"";
"22.07.2019 02:00";"15.1";"740.9";"756.0";"-0.5";"85";"Ветер, дующий с юга";"1";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"12.6";"";"";"";"";"";"";
"21.07.2019 23:00";"17.8";"741.4";"756.4";"0.0";"76";"Ветер, дующий с запада";"1";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевые башенкообразные или хлопьевидные.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"13.4";"";"";"";"";"";"";
"21.07.2019 20:00";"22.7";"741.4";"756.1";"0.0";"51";"Ветер, дующий с северо-запада";"3";"";"";"40%.";" ";"";"";"";"24.9";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"40%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"11.9";"Осадков нет";"12";"";"";"";"";
"21.07.2019 17:00";"24.5";"741.4";"756.1";"-0.1";"44";"Ветер, дующий с северо-запада";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"40%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"20.0";"11.3";"";"";"";"";"";"";
"21.07.2019 14:00";"23.5";"741.5";"756.1";"0.1";"54";"Ветер, дующий с северо-запада";"3";"";"";"60%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"60%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"13.5";"";"";"";"";"";"";
"21.07.2019 11:00";"22.9";"741.4";"756.1";"-0.4";"58";"Ветер, дующий с запада";"3";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"20.0";"14.2";"";"";"";"";"";"";
"21.07.2019 08:00";"17.0";"741.8";"756.7";"-0.3";"85";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"14.6";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"14.4";"Осадков нет";"12";"Поверхность почвы влажная.";"15.0";"";"";
"21.07.2019 05:00";"14.7";"742.1";"757.3";"0.1";"92";"Ветер, дующий с юго-запада";"1";"";"";"100%.";"Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2000-2500";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перисто-слоистые, покрывающие все небо.";"10.0";"13.4";"";"";"";"";"";"";
"21.07.2019 02:00";"16.4";"742.0";"757.0";"-0.7";"89";"Ветер, дующий с западо-юго-запада";"1";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2000-2500";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"20.0";"14.5";"";"";"";"";"";"";
"20.07.2019 23:00";"17.6";"742.7";"757.7";"0.3";"89";"Ветер, дующий с юга";"1";"";"";"20–30%.";"Видна молния, грома не слышно. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"20.0";"15.8";"";"";"";"";"";"";
"20.07.2019 20:00";"25.4";"742.4";"757.0";"-0.5";"53";"Ветер, дующий с западо-юго-запада";"1";"";"";"20–30%.";" ";"";"";"";"26.3";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"10%  или менее, но не 0";"600-1000";"Высококучевые башенкообразные или хлопьевидные.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"20.0";"15.2";"Осадков нет";"12";"";"";"";"";
"20.07.2019 17:00";"25.6";"742.9";"757.5";"0.1";"52";"Ветер, дующий с севера";"2";"";"";"40%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"40%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"15.0";"";"";"";"";"";"";
"20.07.2019 14:00";"24.8";"742.8";"757.4";"0.1";"58";"Ветер, дующий с западо-северо-запада";"2";"";"";"60%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"16.0";"";"";"";"";"";"";
"20.07.2019 11:00";"21.3";"742.7";"757.5";"0.5";"69";"Ветер, дующий с северо-запада";"2";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"15.3";"";"";"";"";"";"";
"20.07.2019 08:00";"17.7";"742.2";"757.1";"0.8";"81";"Ветер, дующий с северо-запада";"1";"";"";"40%.";" ";"";"";"15.4";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"20–30%.";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"14.4";"16.0";"12";"Поверхность почвы влажная.";"16.0";"";"";
"20.07.2019 05:00";"15.5";"741.4";"756.5";"0.3";"91";"Штиль, безветрие";"0";"";"";"100%.";"Клочья приземного или ледяного тумана на станции, на море или на суше, высотой не более 2 м над сушей или не более 10 м над морем. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2000-2500";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся; сплошная пелена, поднимающаяся над горизонтом выше 45°, не покрывает всего неба.";"20.0";"14.1";"";"";"";"";"";"";
"20.07.2019 02:00";"16.5";"741.1";"756.0";"0.5";"93";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.3";"";"";"";"";"";"";
"19.07.2019 23:00";"19.9";"740.6";"755.4";"-0.3";"71";"Ветер, дующий с северо-востока";"1";"";"";"100%.";"Гроза, но без осадков, в срок наблюдения. ";"Гроза (грозы) с осадками или без них.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"20–30%.";"1000-1500";"Высокослоистые просвечивающие.";"";"20.0";"14.5";"";"";"";"";"";"";
"19.07.2019 20:00";"23.8";"740.9";"755.5";"-0.3";"54";"Ветер, дующий с северо-востока";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"26.5";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"20–30%.";"1000-1500";"Высокослоистые просвечивающие.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"20.0";"14.0";"Осадков нет";"12";"";"";"";"";
"19.07.2019 17:00";"25.3";"741.2";"755.8";"-0.2";"41";"Ветер, дующий с востока";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"20.0";"11.2";"";"";"";"";"";"";
"19.07.2019 14:00";"24.8";"741.4";"756.1";"-0.6";"42";"Ветер, дующий с востоко-северо-востока";"2";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"11.0";"";"";"";"";"";"";
"19.07.2019 11:00";"22.7";"742.0";"756.7";"-0.3";"41";"Ветер, дующий с востоко-северо-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"8.7";"";"";"";"";"";"";
"19.07.2019 08:00";"16.9";"742.3";"757.3";"-0.2";"73";"Ветер, дующий с северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"10.6";"";"";"";"";"";"";"20.0";"11.9";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"12.0";"";"";
"19.07.2019 05:00";"11.2";"742.5";"757.8";"0.2";"90";"Ветер, дующий с востоко-северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"9.6";"";"";"";"";"";"";
"19.07.2019 02:00";"12.3";"742.3";"757.6";"-0.6";"90";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"10.7";"";"";"";"";"";"";
"18.07.2019 23:00";"15.0";"742.9";"758.0";"0.0";"89";"Штиль, безветрие";"0";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"10%  или менее, но не 0";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"13.2";"";"";"";"";"";"";
"18.07.2019 20:00";"23.0";"742.9";"757.6";"-0.3";"49";"Штиль, безветрие";"0";"";"";"60%.";" ";"";"";"";"24.6";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2000-2500";"Высококучевые башенкообразные или хлопьевидные.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"11.6";"Осадков нет";"12";"";"";"";"";
"18.07.2019 17:00";"23.0";"743.2";"757.9";"";"47";"Ветер, дующий с юго-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"11.0";"";"";"";"";"";"";
"18.07.2019 14:00";"23.6";"743.8";"758.5";"";"39";"Ветер, дующий с северо-северо-запада";"1";"";"";"20–30%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"10%  или менее, но не 0";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"20.0";"8.8";"";"";"";"";"";"";
"18.07.2019 11:00";"21.8";"744.3";"759.1";"-0.5";"41";"Ветер, дующий с севера";"1";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"10%  или менее, но не 0";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"8.0";"";"";"";"";"";"";
"18.07.2019 08:00";"17.5";"744.8";"759.8";"0.0";"73";"Штиль, безветрие";"0";"";"";"40%.";" ";"";"";"9.5";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"20.0";"12.6";"Осадков нет";"12";"Поверхность почвы влажная.";"9.0";"";"";
"18.07.2019 05:00";"9.7";"744.8";"760.3";"0.1";"92";"Ветер, дующий с юга";"1";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"8.5";"";"";"";"";"";"";
"18.07.2019 02:00";"11.3";"744.7";"760.1";"-0.6";"91";"Ветер, дующий с юга";"1";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"20.0";"9.8";"";"";"";"";"";"";
"17.07.2019 23:00";"13.6";"745.3";"760.6";"0.2";"87";"Ветер, дующий с юга";"1";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"10%  или менее, но не 0";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"11.4";"";"";"";"";"";"";
"17.07.2019 20:00";"22.3";"745.1";"760.0";"-0.5";"36";"Ветер, дующий с севера";"2";"";"";"10%  или менее, но не 0";" ";"";"";"";"23.8";"Слоисто-кучевые, образовавшиеся из кучевых.";"10%  или менее, но не 0";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"6.6";"Осадков нет";"12";"";"";"";"";
"17.07.2019 17:00";"22.4";"745.6";"760.3";"-0.3";"42";"Ветер, дующий с севера";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"40%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"20.0";"8.9";"";"";"";"";"";"";
"17.07.2019 14:00";"21.6";"745.9";"760.7";"-0.2";"43";"Ветер, дующий с северо-северо-востока";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"50%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"20.0";"8.6";"";"";"";"";"";"";
"17.07.2019 11:00";"20.3";"746.1";"761.0";"0.1";"55";"Ветер, дующий с севера";"2";"";"";"60%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"10%  или менее, но не 0";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"20.0";"10.9";"";"";"";"";"";"";
"17.07.2019 08:00";"16.9";"746.0";"761.1";"0.9";"71";"Ветер, дующий с севера";"2";"";"";"20–30%.";" ";"";"";"10.5";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"11.6";"Осадков нет";"12";"Поверхность почвы влажная.";"10.0";"";"";
"17.07.2019 05:00";"10.6";"745.1";"760.5";"1.0";"92";"Ветер, дующий с юго-юго-запада";"1";"";"";"40%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"9.4";"";"";"";"";"";"";
"17.07.2019 02:00";"15.4";"744.1";"759.1";"1.0";"76";"Ветер, дующий с северо-северо-запада";"2";"";"";"Облаков нет.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"";"";"";"";"";"20.0";"11.1";"";"";"";"";"";"";
"16.07.2019 23:00";"17.9";"743.1";"758.0";"1.6";"72";"Ветер, дующий с северо-северо-запада";"4";"";"";"70 – 80%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"12.7";"";"";"";"";"";"";
"16.07.2019 20:00";"20.8";"741.5";"756.3";"4.3";"60";"Ветер, дующий с северо-северо-запада";"3";"";"12";"40%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"21.3";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"40%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"12.6";"6.0";"12";"";"";"";"";
"16.07.2019 17:00";"14.7";"737.2";"752.2";"0.0";"88";"Ветер, дующий с северо-северо-запада";"4";"10";"13";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Дождь.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"200-300";"";"";"4.0";"12.7";"";"";"";"";"";"";
"16.07.2019 14:00";"14.7";"737.2";"752.2";"3.9";"88";"Ветер, дующий с северо-северо-запада";"4";"10";"13";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"200-300";"";"";"4.0";"12.7";"";"";"";"";"";"";
"16.07.2019 11:00";"14.9";"733.3";"748.2";"2.6";"91";"Ветер, дующий с северо-северо-запада";"5";"11";"11";"100%.";"Дождь незамерзающий непрерывный умеренный в срок наблюдения. ";"Ливень (ливни).";"Дождь.";"14.9";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"13.4";"";"";"";"";"";"";
"16.07.2019 08:00";"15.3";"730.7";"745.6";"0.5";"91";"Ветер, дующий с юга";"1";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"15.3";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"200-300";"";"";"4.0";"13.9";"2.0";"12";"Поверхность почвы сырая (вода застаивается на поверхности и образует малые или большие лужи).";"16.0";"";"";
"16.07.2019 05:00";"16.0";"730.2";"745.0";"0.3";"89";"Ветер, дующий с юга";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"20.0";"14.2";"";"";"";"";"";"";
"16.07.2019 02:00";"17.4";"729.9";"744.6";"0.2";"89";"Ветер, дующий с юго-юго-запада";"4";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"20–30%.";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"15.6";"";"";"";"";"";"";
